code,Species,Phylum,Genus,Class,Order,Species,Taxonomy ID
A0A0A7I4G4,Bifidobacterium catenulatum PV20-2,Actinomycetota,Bifidobacterium,Actinomycetes,Bifidobacteriales,Bifidobacterium catenulatum PV20-2,1447716
A0A0A7I7Q6,Bifidobacterium pseudolongum PV8-2,Actinomycetota,Bifidobacterium,Actinomycetes,Bifidobacteriales,Bifidobacterium pseudolongum PV8-2,1447715
A0A0A8E3N0,Allofrancisella guangzhouensis,Pseudomonadota,Allofrancisella,Gammaproteobacteria,Thiotrichales,Allofrancisella guangzhouensis,594679
A0A0A8EBT0,Allofrancisella guangzhouensis,Pseudomonadota,Allofrancisella,Gammaproteobacteria,Thiotrichales,Allofrancisella guangzhouensis,594679
A0A0A8JZH5,Methyloceanibacter caenitepidi,Pseudomonadota,Methyloceanibacter,Alphaproteobacteria,Hyphomicrobiales,Methyloceanibacter caenitepidi,1384459
A0A0A8K1U8,Methyloceanibacter caenitepidi,Pseudomonadota,Methyloceanibacter,Alphaproteobacteria,Hyphomicrobiales,Methyloceanibacter caenitepidi,1384459
A0A0A8TQE8,Acinetobacter bereziniae,Pseudomonadota,Acinetobacter,Gammaproteobacteria,Moraxellales,Acinetobacter bereziniae,106648
A0A0A8XC16,Acinetobacter calcoaceticus,Pseudomonadota,Acinetobacter,Gammaproteobacteria,Moraxellales,Acinetobacter calcoaceticus,471
A0A0B0KNC2,Acinetobacter sp. neg1,Pseudomonadota,Acinetobacter,Gammaproteobacteria,Moraxellales,Acinetobacter sp. neg1,1561068
A0A0B1PYZ5,Aureimonas altamirensis,Pseudomonadota,Aureimonas,Alphaproteobacteria,Hyphomicrobiales,Aureimonas altamirensis,370622
A0A0B1RNX9,Rhodococcus sp. Chr-9,Actinomycetota,Rhodococcus,Actinomycetes,Mycobacteriales,Rhodococcus sp. Chr-9,713612
A0A0B1TVZ7,Desulfovibrio sp. TomC,Thermodesulfobacteriota,Desulfovibrio,Desulfovibrionia,Desulfovibrionales,Desulfovibrio sp. TomC,1562888
A0A0B1TYT9,Desulfovibrio sp. TomC,Thermodesulfobacteriota,Desulfovibrio,Desulfovibrionia,Desulfovibrionales,Desulfovibrio sp. TomC,1562888
A0A0B2Y7Y2,Mycolicibacterium setense,Actinomycetota,Mycolicibacterium,Actinomycetes,Mycobacteriales,Mycolicibacterium setense,431269
A0A0B2YB76,Mycolicibacterium setense,Actinomycetota,Mycolicibacterium,Actinomycetes,Mycobacteriales,Mycolicibacterium setense,431269
A0A0B3VRN3,Terrisporobacter othiniensis,Bacillota,Terrisporobacter,Clostridia,Eubacteriales,Terrisporobacter othiniensis,1577792
A0A0B4EA51,Chryseobacterium taiwanense,Bacteroidota,Chryseobacterium,Flavobacteriia,Flavobacteriales,Chryseobacterium taiwanense,363331
A0A0B4S063,Parvimonas micra,Bacillota,Parvimonas,Tissierellia,Tissierellales,Parvimonas micra,33033
A0A0B4XT23,Isoalcanivorax pacificus W11-5,Pseudomonadota,Isoalcanivorax,Gammaproteobacteria,Oceanospirillales,Isoalcanivorax pacificus W11-5,391936
A0A0B5NK32,Bacillus thuringiensis,Bacillota,Bacillus,Bacilli,Bacillales,Bacillus thuringiensis,1428
A0A0B5QUW2,Clostridium beijerinckii,Bacillota,Clostridium,Clostridia,Eubacteriales,Clostridium beijerinckii,1520
A0A0B5RX12,Myroides profundi,Bacteroidota,Myroides,Flavobacteriia,Flavobacteriales,Myroides profundi,480520
A0A0B5SB16,Bacillus mycoides,Bacillota,Bacillus,Bacilli,Bacillales,Bacillus mycoides,1405
A0A0B6CS64,Francisella tularensis subsp. holarctica,Pseudomonadota,Francisella,Gammaproteobacteria,Thiotrichales,Francisella tularensis subsp. holarctica,119857
A0A0B6CUZ2,Francisella philomiragia,Pseudomonadota,Francisella,Gammaproteobacteria,Thiotrichales,Francisella philomiragia,28110
A0A0B6D4Z4,Francisella philomiragia,Pseudomonadota,Francisella,Gammaproteobacteria,Thiotrichales,Francisella philomiragia,28110
A0A0B6D787,Francisella philomiragia,Pseudomonadota,Francisella,Gammaproteobacteria,Thiotrichales,Francisella philomiragia,28110
A0A0B6D7J5,Francisella philomiragia,Pseudomonadota,Francisella,Gammaproteobacteria,Thiotrichales,Francisella philomiragia,28110
A0A0B6E2M1,Francisella tularensis subsp. holarctica,Pseudomonadota,Francisella,Gammaproteobacteria,Thiotrichales,Francisella tularensis subsp. holarctica,119857
A0A0B6E3D5,Francisella tularensis subsp. holarctica,Pseudomonadota,Francisella,Gammaproteobacteria,Thiotrichales,Francisella tularensis subsp. holarctica,119857
A0A0B6EWI4,Francisella philomiragia subsp. philomiragia ATCC,Pseudomonadota,Francisella,Gammaproteobacteria,Thiotrichales,Francisella philomiragia subsp. philomiragia ATCC,539329
A0A0B6RUD1,Burkholderia plantarii,Pseudomonadota,Burkholderia,Betaproteobacteria,Burkholderiales,Burkholderia plantarii,41899
A0A0B7JD40,Photobacterium kishitanii,Pseudomonadota,Photobacterium,Gammaproteobacteria,Vibrionales,Photobacterium kishitanii,318456
A0A0B7JEI1,Photobacterium kishitanii,Pseudomonadota,Photobacterium,Gammaproteobacteria,Vibrionales,Photobacterium kishitanii,318456
A0A0B8NIX1,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8NMP1,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8NP59,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8P0Y9,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8P1Z9,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8P4F3,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8P6K8,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8PB11,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8PBU2,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8PCS7,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8PCW7,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8PH94,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8Q4Q0,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8Q5V4,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8Q890,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8QJU3,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8QM68,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8QM74,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8QRG3,Lactococcus lactis subsp. lactis,Bacillota,Lactococcus,Bacilli,Lactobacillales,Lactococcus lactis subsp. lactis,1360
A0A0B8QT23,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8QT33,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8QU93,Lactococcus lactis subsp. lactis,Bacillota,Lactococcus,Bacilli,Lactobacillales,Lactococcus lactis subsp. lactis,1360
A0A0B8QVK6,Vibrio ishigakensis,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio ishigakensis,1481914
A0A0B8QW26,Lactococcus lactis subsp. lactis,Bacillota,Lactococcus,Bacilli,Lactobacillales,Lactococcus lactis subsp. lactis,1360
A0A0B8RFX6,Listeria monocytogenes,Bacillota,Listeria,Bacilli,Bacillales,Listeria monocytogenes,1639
A0A0B9GHN6,Photobacterium gaetbulicola,Pseudomonadota,Photobacterium,Gammaproteobacteria,Vibrionales,Photobacterium gaetbulicola,1295392
A0A0C1E4X5,Parachlamydia acanthamoebae,Chlamydiota,Parachlamydia,Chlamydiia,Parachlamydiales,Parachlamydia acanthamoebae,83552
A0A0C1GCC2,Ruegeria sp. ANG-R,Pseudomonadota,Ruegeria,Alphaproteobacteria,Rhodobacterales,Ruegeria sp. ANG-R,1577903
A0A0C1IJI9,Flavihumibacter solisilvae,Bacteroidota,Flavihumibacter,Chitinophagia,Chitinophagales,Flavihumibacter solisilvae,1349421
A0A0C1L198,Flavihumibacter solisilvae,Bacteroidota,Flavihumibacter,Chitinophagia,Chitinophagales,Flavihumibacter solisilvae,1349421
A0A0C1M217,Levilactobacillus brevis,Bacillota,Levilactobacillus,Bacilli,Lactobacillales,Levilactobacillus brevis,1580
A0A0C1M7G7,Fructilactobacillus fructivorans,Bacillota,Fructilactobacillus,Bacilli,Lactobacillales,Fructilactobacillus fructivorans,1614
A0A0C1PNV8,Fructilactobacillus fructivorans,Bacillota,Fructilactobacillus,Bacilli,Lactobacillales,Fructilactobacillus fructivorans,1614
A0A0C1PU18,Levilactobacillus brevis,Bacillota,Levilactobacillus,Bacilli,Lactobacillales,Levilactobacillus brevis,1580
A0A0C1VUU9,Vibrio owensii CAIM 1854 = LMG 25443,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio owensii CAIM 1854 = LMG 25443,1229493
A0A0C1WC20,Vibrio owensii CAIM 1854 = LMG 25443,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio owensii CAIM 1854 = LMG 25443,1229493
A0A0C2NXD9,Vibrio renipiscarius,Pseudomonadota,Vibrio,Gammaproteobacteria,Vibrionales,Vibrio renipiscarius,1461322
A0A0C5JYC8,Pandoraea vervacti,Pseudomonadota,Pandoraea,Betaproteobacteria,Burkholderiales,Pandoraea vervacti,656178
A0A0C5WDF9,Photobacterium gaetbulicola Gung47,Pseudomonadota,Photobacterium,Gammaproteobacteria,Vibrionales,Photobacterium gaetbulicola Gung47,658445
A0A0C6PDX0,Bordetella bronchiseptica 253,Pseudomonadota,Bordetella,Betaproteobacteria,Burkholderiales,Bordetella bronchiseptica 253,568707
A0A0C9Q109,Lacticaseibacillus paracasei NRIC 0644,Bacillota,Lacticaseibacillus,Bacilli,Lactobacillales,Lacticaseibacillus paracasei NRIC 0644,1435038
A0A0D0F3A0,Flavobacterium hibernum,Bacteroidota,Flavobacterium,Flavobacteriia,Flavobacteriales,Flavobacterium hibernum,37752
A0A0D0QRV2,Lachnospiraceae bacterium TWA4,Bacillota,unclassified Lachnospiraceae,Clostridia,Eubacteriales,Lachnospiraceae bacterium TWA4,1392836
A0A0D0WS42,Micromonospora haikouensis,Actinomycetota,Micromonospora,Actinomycetes,Micromonosporales,Micromonospora haikouensis,686309
A0A0D0Y3R4,Paucilactobacillus wasatchensis,Bacillota,Paucilactobacillus,Bacilli,Lactobacillales,Paucilactobacillus wasatchensis,1335616
A0A0D1A7E7,Paucilactobacillus wasatchensis,Bacillota,Paucilactobacillus,Bacilli,Lactobacillales,Paucilactobacillus wasatchensis,1335616
A0A0D1A849,Paucilactobacillus wasatchensis,Bacillota,Paucilactobacillus,Bacilli,Lactobacillales,Paucilactobacillus wasatchensis,1335616
A0A0D1ALX2,Clostridium botulinum B2 450,Bacillota,Clostridium,Clostridia,Eubacteriales,Clostridium botulinum B2 450,1379739
A0A0D1KUM4,Bacillus subtilis,Bacillota,Bacillus,Bacilli,Bacillales,Bacillus subtilis,1423
A0A0D1L313,Bacillus subtilis,Bacillota,Bacillus,Bacilli,Bacillales,Bacillus subtilis,1423
A0A0D1LMY9,Mycolicibacterium llatzerense,Actinomycetota,Mycolicibacterium,Actinomycetes,Mycobacteriales,Mycolicibacterium llatzerense,280871
A0A0D2G8B5,Dethiosulfatarculus sandiegensis,Thermodesulfobacteriota,Dethiosulfatarculus,Desulfarculia,Desulfarculales,Dethiosulfatarculus sandiegensis,1429043
A0A0D2JRL6,Dethiosulfatarculus sandiegensis,Thermodesulfobacteriota,Dethiosulfatarculus,Desulfarculia,Desulfarculales,Dethiosulfatarculus sandiegensis,1429043
A0A0D4CK65,Limosilactobacillus mucosae LM1,Bacillota,Limosilactobacillus,Bacilli,Lactobacillales,Limosilactobacillus mucosae LM1,1130798
A0A0D4CMX6,Limosilactobacillus mucosae LM1,Bacillota,Limosilactobacillus,Bacilli,Lactobacillales,Limosilactobacillus mucosae LM1,1130798
A0A0D5LNU7,Martelella endophytica,Pseudomonadota,Martelella,Alphaproteobacteria,Hyphomicrobiales,Martelella endophytica,1486262
A0A0D5LRG8,Martelella endophytica,Pseudomonadota,Martelella,Alphaproteobacteria,Hyphomicrobiales,Martelella endophytica,1486262
A0A0D5LVV1,Martelella endophytica,Pseudomonadota,Martelella,Alphaproteobacteria,Hyphomicrobiales,Martelella endophytica,1486262
A0A0D6AK66,Geminocystis sp. NIES-3708,Cyanobacteriota,Geminocystis,Cyanophyceae,Chroococcales,Geminocystis sp. NIES-3708,1615909
A0A0D6DX07,Lactococcus piscium MKFS47,Bacillota,Lactococcus,Bacilli,Lactobacillales,Lactococcus piscium MKFS47,297352
A0A0D6JF60,Candidatus Filomicrobium marinum,Pseudomonadota,Filomicrobium,Alphaproteobacteria,Hyphomicrobiales,Candidatus Filomicrobium marinum,1608628
A0A0D6PK57,Acidocella aminolytica 101 = DSM 11237,Pseudomonadota,Acidocella,Alphaproteobacteria,Rhodospirillales,Acidocella aminolytica 101 = DSM 11237,1120923
A0A0D7KI23,Paenibacillus sp. E194,Bacillota,Paenibacillus,Bacilli,Bacillales,Paenibacillus sp. E194,1458845
A0A0D8HVY7,Rhodococcus sp. AD45,Actinomycetota,Rhodococcus,Actinomycetes,Mycobacteriales,Rhodococcus sp. AD45,103808
A0A0D8I0N2,Rhodococcus sp. AD45,Actinomycetota,Rhodococcus,Actinomycetes,Mycobacteriales,Rhodococcus sp. AD45,103808
A0A0D8I0P8,Rhodococcus sp. AD45,Actinomycetota,Rhodococcus,Actinomycetes,Mycobacteriales,Rhodococcus sp. AD45,103808
A0A0D8IVP2,Ruthenibacterium lactatiformans,Bacillota,Ruthenibacterium,Clostridia,Eubacteriales,Ruthenibacterium lactatiformans,1550024
A0A0D8J5X6,Draconibacterium sediminis,Bacteroidota,Draconibacterium,Bacteroidia,Marinilabiliales,Draconibacterium sediminis,1544798
A0A0D8L7J3,Morganella morganii,Pseudomonadota,Morganella,Gammaproteobacteria,Enterobacterales,Morganella morganii,582
A0A0D8LA85,Morganella morganii,Pseudomonadota,Morganella,Gammaproteobacteria,Enterobacterales,Morganella morganii,582
A0A0E0UXH6,Listeria monocytogenes M7,Bacillota,Listeria,Bacilli,Bacillales,Listeria monocytogenes M7,1030009
A0A0E1MN79,Bacillus cereus,Bacillota,Bacillus,Bacilli,Bacillales,Bacillus cereus,1396
A0A0E1N527,Francisella philomiragia,Pseudomonadota,Francisella,Gammaproteobacteria,Thiotrichales,Francisella philomiragia,28110
A0A0E1N5W1,Francisella philomiragia,Pseudomonadota,Francisella,Gammaproteobacteria,Thiotrichales,Francisella philomiragia,28110
A0A0E1N9X4,Francisella philomiragia,Pseudomonadota,Francisella,Gammaproteobacteria,Thiotrichales,Francisella philomiragia,28110
A0A0E1R9M7,Listeria monocytogenes serotype 4b str. LL195,Bacillota,Listeria,Bacilli,Bacillales,Listeria monocytogenes serotype 4b str. LL195,1230340
A0A0E1VEZ8,Staphylococcus epidermidis W23144,Bacillota,Staphylococcus,Bacilli,Bacillales,Staphylococcus epidermidis W23144,525376
A0A0E1X5J8,Brucella pinnipedialis M292/94/1,Pseudomonadota,Brucella/Ochrobactrum group,Alphaproteobacteria,Hyphomicrobiales,Brucella pinnipedialis M292/94/1,520462
A0A0E1XC76,Staphylococcus aureus subsp. aureus MN8,Bacillota,Staphylococcus,Bacilli,Bacillales,Staphylococcus aureus subsp. aureus MN8,548470
A0A0E2AL36,Bacteroides fragilis CL07T12C05,Bacteroidota,Bacteroides,Bacteroidia,Bacteroidales,Bacteroides fragilis CL07T12C05,997883
A0A0E2AYI0,Bacteroides fragilis CL07T12C05,Bacteroidota,Bacteroides,Bacteroidia,Bacteroidales,Bacteroides fragilis CL07T12C05,997883
A0A0E2H620,[Clostridium] clostridioforme 90A8,Bacillota,Enterocloster,Clostridia,Eubacteriales,[Clostridium] clostridioforme 90A8,999408
A0A0E2ZIP4,Nitrosococcus oceani C-27,Pseudomonadota,Nitrosococcus,Gammaproteobacteria,Chromatiales,Nitrosococcus oceani C-27,314279
A0A0E3CHC4,Comamonas thiooxydans,Pseudomonadota,Comamonas,Betaproteobacteria,Burkholderiales,Comamonas thiooxydans,363952
A0A0E3GRL8,Clostridium scatologenes,Bacillota,Clostridium,Clostridia,Eubacteriales,Clostridium scatologenes,1548
A0A0E3YDZ2,Pandoraea oxalativorans,Pseudomonadota,Pandoraea,Betaproteobacteria,Burkholderiales,Pandoraea oxalativorans,573737
A0A0E3ZL79,Polynucleobacter duraquae,Pseudomonadota,Polynucleobacter,Betaproteobacteria,Burkholderiales,Polynucleobacter duraquae,1835254
A0A0E4H166,Mycobacterium lentiflavum,Actinomycetota,Mycobacterium,Actinomycetes,Mycobacteriales,Mycobacterium lentiflavum,141349
A0A0E8G315,Bordetella pertussis,Pseudomonadota,Bordetella,Betaproteobacteria,Burkholderiales,Bordetella pertussis,520
A0A0F0C7H5,Clostridium sp. FS41,Bacillota,Clostridium,Clostridia,Eubacteriales,Clostridium sp. FS41,1609975
A0A0F0CDJ6,Clostridium sp. FS41,Bacillota,Clostridium,Clostridia,Eubacteriales,Clostridium sp. FS41,1609975
A0A0F0CFV2,Clostridium sp. FS41,Bacillota,Clostridium,Clostridia,Eubacteriales,Clostridium sp. FS41,1609975
A0A0F0CI09,Clostridium sp. FS41,Bacillota,Clostridium,Clostridia,Eubacteriales,Clostridium sp. FS41,1609975
A0A0F0FLY3,Burkholderiaceae bacterium 16,Pseudomonadota,unclassified Burkholderiaceae,Betaproteobacteria,Burkholderiales,Burkholderiaceae bacterium 16,1619952
A0A0F2NQX4,Desulfobulbaceae bacterium BRH_c16a,Thermodesulfobacteriota,unclassified Desulfobulbaceae,Desulfobulbia,Desulfobulbales,Desulfobulbaceae bacterium BRH_c16a,1629713
A0A0F3MSV0,Rickettsia felis str. Pedreira,Pseudomonadota,Rickettsia,Alphaproteobacteria,Rickettsiales,Rickettsia felis str. Pedreira,1359196
A0A0F3RPC0,Levilactobacillus spicheri,Bacillota,Levilactobacillus,Bacilli,Lactobacillales,Levilactobacillus spicheri,216463
A0A0F3RVA7,Levilactobacillus spicheri,Bacillota,Levilactobacillus,Bacilli,Lactobacillales,Levilactobacillus spicheri,216463
A0A0F3RWI9,Levilactobacillus spicheri,Bacillota,Levilactobacillus,Bacilli,Lactobacillales,Levilactobacillus spicheri,216463
A0A0F3RY97,Levilactobacillus spicheri,Bacillota,Levilactobacillus,Bacilli,Lactobacillales,Levilactobacillus spicheri,216463
A0A0F4KXZ0,Bombilactobacillus mellis,Bacillota,Bombilactobacillus,Bacilli,Lactobacillales,Bombilactobacillus mellis,1218508
A0A0F4KYR6,Bombilactobacillus mellis,Bacillota,Bombilactobacillus,Bacilli,Lactobacillales,Bombilactobacillus mellis,1218508
A0A0F4L0S3,Bombilactobacillus mellis,Bacillota,Bombilactobacillus,Bacilli,Lactobacillales,Bombilactobacillus mellis,1218508
A0A0F4L872,Lactobacillus kullabergensis,Bacillota,Lactobacillus,Bacilli,Lactobacillales,Lactobacillus kullabergensis,1218493
A0A0F4LD75,Lactobacillus melliventris,Bacillota,Lactobacillus,Bacilli,Lactobacillales,Lactobacillus melliventris,1218507
A0A0F4LJB8,Lactobacillus kimbladii,Bacillota,Lactobacillus,Bacilli,Lactobacillales,Lactobacillus kimbladii,1218506
A0A0F4LPC5,Bombilactobacillus mellifer,Bacillota,Bombilactobacillus,Bacilli,Lactobacillales,Bombilactobacillus mellifer,1218492
A0A0F4LPD5,Bombilactobacillus mellifer,Bacillota,Bombilactobacillus,Bacilli,Lactobacillales,Bombilactobacillus mellifer,1218492
A0A0F4LRZ6,Lactobacillus apis,Bacillota,Lactobacillus,Bacilli,Lactobacillales,Lactobacillus apis,303541
A0A0F4QQM3,Pseudoalteromonas rubra,Pseudomonadota,Pseudoalteromonas,Gammaproteobacteria,Alteromonadales,Pseudoalteromonas rubra,43658
A0A0F4W1R5,Clostridium sp. IBUN22A,Bacillota,Clostridium,Clostridia,Eubacteriales,Clostridium sp. IBUN22A,1523155
A0A0F4W3H4,Clostridium sp. IBUN125C,Bacillota,Clostridium,Clostridia,Eubacteriales,Clostridium sp. IBUN125C,1523154
A0A0F4WW05,Clostridium sp. IBUN13A,Bacillota,Clostridium,Clostridia,Eubacteriales,Clostridium sp. IBUN13A,1523156
A0A0F5IML7,Parabacteroides sp. HGS0025,Bacteroidota,Parabacteroides,Bacteroidia,Bacteroidales,Parabacteroides sp. HGS0025,1078087
A0A0F5JID4,Parabacteroides goldsteinii DSM 19448 = WAL 12034,Bacteroidota,Parabacteroides,Bacteroidia,Bacteroidales,Parabacteroides goldsteinii DSM 19448 = WAL 12034,927665
A0A0F5JLM1,Parabacteroides gordonii MS-1 = DSM 23371,Bacteroidota,Parabacteroides,Bacteroidia,Bacteroidales,Parabacteroides gordonii MS-1 = DSM 23371,1203610
A0A0F5JPH2,Parabacteroides goldsteinii DSM 19448 = WAL 12034,Bacteroidota,Parabacteroides,Bacteroidia,Bacteroidales,Parabacteroides goldsteinii DSM 19448 = WAL 12034,927665
A0A0F5RND9,Bacillus sp. UMTAT18,Bacillota,Bacillus,Bacilli,Bacillales,Bacillus sp. UMTAT18,1565146
A0A0F6A540,Pseudoalteromonas luteoviolacea S4054,Pseudomonadota,Pseudoalteromonas,Gammaproteobacteria,Alteromonadales,Pseudoalteromonas luteoviolacea S4054,1129367
A0A0F6ARN7,Brucella abortus S19,Pseudomonadota,Brucella/Ochrobactrum group,Alphaproteobacteria,Hyphomicrobiales,Brucella abortus S19,430066
A0A0F6B1E9,Salmonella enterica subsp. enterica serovar Typhim,Pseudomonadota,Salmonella,Gammaproteobacteria,Enterobacterales,Salmonella enterica subsp. enterica serovar Typhim,588858
A0A0F7D0X1,Serratia fonticola,Pseudomonadota,Serratia,Gammaproteobacteria,Enterobacterales,Serratia fonticola,47917
A0A0F7HA74,Serratia fonticola,Pseudomonadota,Serratia,Gammaproteobacteria,Enterobacterales,Serratia fonticola,47917
A0A0F7PT45,Ligilactobacillus salivarius str. Ren,Bacillota,Ligilactobacillus,Bacilli,Lactobacillales,Ligilactobacillus salivarius str. Ren,1194971
A0A0F7Q0L6,Ligilactobacillus salivarius str. Ren,Bacillota,Ligilactobacillus,Bacilli,Lactobacillales,Ligilactobacillus salivarius str. Ren,1194971
A0A0F7R9V5,Bacillus anthracis,Bacillota,Bacillus,Bacilli,Bacillales,Bacillus anthracis,1392
A0A0G0CSK5,candidate division TM6 bacterium GW2011_GWF2_33_33,NA,NA,NA,NA,candidate division TM6 bacterium GW2011_GWF2_33_33,1619080
A0A0G0V5P0,candidate division TM6 bacterium GW2011_GWE2_41_16,NA,NA,NA,NA,candidate division TM6 bacterium GW2011_GWE2_41_16,1619075
A0A0G3IVA1,Mycobacterium sp. EPa45,Actinomycetota,Mycobacterium,Actinomycetes,Mycobacteriales,Mycobacterium sp. EPa45,1545728
